autor,texto,data,link,hashtags,senioridade,localizacao,label
Raquel Gedeao,"Inove além do Machine Learning!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!O Santander Brasil convida você para um Meetup exclusivo com a presença especial do Databricks , em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.Se inscreva aqui:https://lnkd.in/d7rTVUr2🔍 O que te espera:- Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito. Este evento será acessível, com intérprete de Libras. Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.",5 d,https://www.linkedin.com/feed/update/urn:li:activity:7394070543035011072,[],não identificado,sp,postagem
Marlen Perez-Diaz,"Hello to all my dear colleagues.I'm pleased to announce that the latest issue of RIELAC Journal has just been released, and it includes an article by our group that I highly recommend reading. Please send us your undoubtedly helpful comments. I'm sorry to say it's only available in Spanish at the moment.Inteligencia artificial y Radiómica en la clasificación maligno- benigno de masas en mamas. RIELAC 46, e977, Nov 2025. ISSN:18-15-5928.",7 h,https://www.linkedin.com/feed/update/urn:li:activity:7396128275103760384,[],não identificado,sp,estrangeiro
Katarina Fernandes De Castro E Silva,"🚀 Inove além do Machine Learning!O futuro da tecnologia não está apenas em aprender com os dados — mas em transformar decisões com inteligência.Se você atua (ou já se apaixonou) pelo universo de dados e IA, esse convite é pra você:oSantander Brasilte chama para um Meetup exclusivo com a presença especial do Databricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito. 💡Prepare-se para mergulhar em casos reais, entender como IA e dados estão revolucionando o mercado financeiro, e descobrir como levar modelos à prática com escala, valor e eficiência.🔍 O que te espera:✨ Discussões práticas sobre Machine Learning em escala🤝 Trocas com profissionais que estão moldando o futuro dos dados no Brasil🍹 Um Happy Hour para ampliar conexões e ideias📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPA inclusão também faz parte dessa jornada — o evento contará com intérprete de Libras. ♿🎟️ Garanta sua vaga e venha viver essa experiência de inovação e aprendizado:👉https://lnkd.in/df28GAJR",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7394009845353451520,"['dados', 'machinelearning', 'databricks', 'santanderbrasil', 'tecnologia', 'meetup', 'futurodotrabalho']",não identificado,sp,postagem
David Roldán Martínez,"UNESCO’s latest report, ""Open Data for AI – What Now?"", revisits the Pandemic to remind us that open data is an ethical imperative.Behind every responsible AI model lies a foundation of FAIR data (Findable, Accessible, Interoperable, and Reusable).But the report goes further: it outlines a three-phase journey that any nation and any organization can follow to make data openness a living practice:1️⃣ PrepareBuild capacity and policies for high-quality, AI-ready data.2️⃣ OpenRelease datasets responsibly legally, technically, and culturally.3️⃣ Follow upSustain engagement, trust, and long-term reuse.This isn’t about data infrastructure alone. We cannot keep our eyes only on the technology standpoint.👉 This is about cultivating a culture of openness, where sharing knowledge becomes an act of collective intelligence. 👈Without open data, AI remains a mirror of our silos.But with it, we have the chance to build systems that reflect our best values of transparency, inclusion, and accountability.What will be your next movement?I'm reading your comments!--Durante la pandemia aprendimos una lección que va mucho más allá de la salud pública: el conocimiento compartido salva vidas.El último informe de laUNESCOsobre Open Data e IA retoma esa idea con una invitación clara: construir una cultura global de apertura, confianza y cooperación basada en datos FAIR (Findables, Accesibles, Interoperables y Reutilizables).Sin datos abiertos no hay IA responsable.Y sin IA responsable, no hay transformación digital sostenible.El informe propone una hoja de ruta en tres fases para cualquier organización que aspire a una inteligencia verdaderamente ética y humana:1️⃣ Preparar políticas y capacidades para datos de calidad y listos para IA.2️⃣ Abrir con transparencia técnica y legal, fomentando una cultura de colaboración.3️⃣ Dar seguimiento garantizando reutilización, participación ciudadana y sostenibilidad.El reto no es técnico, es cultural.👉 El futuro de la inteligencia, humana o artificial, dependerá de nuestra capacidad para compartir, comprender y cuidar los datos que la alimentan. 👈Y tú, ¿qué vas a hacer al respecto?¡Te leo en comentarios!",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7395015182290173952,['smarttechhumanpassion'],não identificado,sp,estrangeiro
Gabriella Walkovics,"Inove além do Machine Learning!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!OSantander Brasilconvida você para um Meetup exclusivo com a presença especial do Databricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.🔍 O que te espera:- Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito. Este evento será acessível, com intérprete de Libras.Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.👉https://lnkd.in/dkP93b8N",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7394010134336684032,[],não identificado,sp,postagem
Gerald Legere,"¿Qué crearás usando el nombre de dominioServicio.Ai?Aquí tienes un ejemplo: 📞Servicio.Ai– Automatización Inteligente para Soporte y Negocios –discovr.ai/servicio-aiDiscovr cómoServicio.AIoptimiza el servicio al cliente, la automatización empresarial y la gestión de operaciones con inteligencia artificial.",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7395142480385425408,"['iaservicioalcliente', 'iachatbots', 'iaasistentesvirtuales', 'aicustomerservice', 'aibusinessautomation', 'aichatbots', 'aivirtualassistants', 'aismartsupport', 'aiworkflowoptimization', 'aiselfservice', 'aicustomerexperience', 'discovrai', 'aidomainnames']",não identificado,não identificado,estrangeiro
Leonardo Miralles,"📊 Vaga: Analista de Business Intelligence Sênior📍 Local: Remoto – Brasília/DF🧠 Responsabilidades:📌 Realizar levantamento e refinamento de requisitos para soluções de análise e ciência de dados.📊 Criar e otimizar painéis interativos e relatórios analíticos.🧩 Aplicar práticas de DataMLOps para automação, versionamento e monitoramento de pipelines analíticos.🛠️ Apoiar implantações de BI em ambientes de teste, homologação e produção.🔄 Elaborar projetos com entregas por Sprints, seguindo métodos ágeis.📝 Criar e validar modelos de machine learning integrados a soluções de IA.🔗 Executar migração de painéis e ETLs entre plataformas.⚙️ Desenvolver processos de ETL/ELT e orquestração de pipelines de dados.📚 Documentar soluções técnicas.🔐 Garantir governança e segurança dos dados.🧠 Requisitos:🎯 Experiência mínima de 5 anos em projetos de Dados e BI.📊 Domínio de QlikView, Power BI e Microsoft Fabric.🐍 Conhecimento sólido em Python.🧵 Vivência com Airflow, ElasticSearch e MongoDB.🧱 Expertise em modelagem de dados relacional e multidimensional.⚙️ Domínio de ETL/ELT, pipelines e orquestração.🗄️ Experiência com SQL Server e PostgreSQL.💾 SQL avançado.🚀 Experiência em DataMLOps, CI/CD, versionamento e Azure DevOps.🧠 Capacidade de liderança e resolução de problemas.🎓 Ensino superior completo em Informática ou graduação com especialização em TI (mínimo 360h).✨ Diferenciais:🤖 Experiência com modelos de Machine Learning em produção.📈 Vivência com múltiplas plataformas de BI.🧠 Experiência com IA aplicada.☁️ Experiência com Azure.📝 Informações adicionais:🏛️ Atuação em projetos estratégicos do setor público.🚀 Participação direta na transformação digital do DF.Inscrições pelo link:https://lnkd.in/dhUR4H7H----------------📲 Vagas como essa chegam primeiro no grupo VIP do WhatsApp:https://lnkd.in/dDEXutV8",2 d,https://www.linkedin.com/feed/update/urn:li:activity:7395158583409115136,"['vagas', 'bi', 'businessintelligence', 'powerbi', 'microsoftfabric', 'qlikview', 'python', 'sql', 'etl', 'datamlops', 'azure', 'gcp', 'mongodb', 'airflow', 'dados', 'analistadebi', 'oportunidaderemota']",pleno,remoto,vaga
Rian Barreto,"Da Inovação em Supply para a final do Young Talks! 🏆Estou incrivelmente feliz e orgulhoso em compartilhar uma grande conquista: sou Finalista do Young Talks 2025 da L'Oréal! 🚀Essa jornada até a final teve um marco especial: fui o vencedor do Operations Awards. Para conquistar essa vaga direta e representar o time de Supply Chain, competi com diversos projetos de alto nível e tive a honra de apresentar na etapa final para o Comitê de Operações da L'Oréal e a nossa COOJuliana Fleming!O projeto responsável por essa conquista foi o Lessence Predictor: um software que desenvolvi do zero em Python, focado em previsão de vendas para slotting usando estatística avançada e machine learning.Para entender o impacto, este é o ""antes e depois"":• Tempo de Processamento: Saímos de um processo manual em Excel que levava de 4 horas a 1 dia para gerar a previsão, para apenas 1 minuto com um único botão.• Acuracidade: Quebramos uma barreira histórica! Pela primeira vez na história do CD Gaia L'Oréal, ultrapassamos a meta de 90% de acuracidade.• Performance: Atingimos uma média sustentada de 96% de acuracidade, com um pico de 99% logo no primeiro mês de operação.• Eficiência Operacional: Reduzimos o TPT (Total Processing Time) em 7 horas já no primeiro mês.Desenvolver o L’Essence Predictor foi um desafio incrível, e ver o impacto real que a tecnologia e a ciência de dados podem trazer para a operação é a maior recompensa.Um agradecimento especial aoFábio F.,Marcos Oliveira,Wilbert NogueiraeIsabelle M. Barbosa Lobianco! O suporte de vocês foi essencial durante todo projeto!",4 d,https://www.linkedin.com/feed/update/urn:li:activity:7394490519499919360,"['loreal', 'lorealbrasil', 'youngtalks', 'operations', 'supplychain', 'datascience', 'machinelearning', 'python', 'resultados']",não identificado,sp,postagem
Patagonia CNC Machines,"🇦🇷🇲🇽🔧 Ultimando detalles.Avanzamos con la puesta a punto del Gantry de soldadura automática, una de las soluciones que presentaremos en el Transportation Day, el 4 de diciembre en San Andrés de Giles.Este sistema combina robótica de alta precisión, movimientos multieje y software de inteligencia artificial PerfectArc, ofreciendo una soldadura continua, eficiente y adaptable a los desafíos de la industria del transporte.💡 Muy pronto vas a poder verlo en acción.",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7394799660730753024,"['patagoniacncmachines', 'gantrydesoldadura', 'perfectarc', 'patagoniacncmachines', 'weldinggantry', 'industrialautomation', 'perfectarc', 'robotics', 'patagoniacncmachines', 'gantrydesoldagem', 'perfectarc', 'transportationday']",não identificado,sp,estrangeiro
Danielle Ciampis,"Inove além do Machine Learning!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!OSantander Brasilconvida você para um Meetup exclusivo com a presença especial do Databricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.🔍 O que te espera:- Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito.Este evento será acessível, com intérprete de Libras.Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.👉https://lnkd.in/dMggYYvG",5 d,https://www.linkedin.com/feed/update/urn:li:activity:7394088761048956928,[],não identificado,sp,postagem
Daniela Lima,"Decision contrata para grande cliente:Engenheiro de MLOps com inglês avançado para conversação (imprescindível)VAGA REMOTA - Residir no BrasilEstamos em busca de um(a) Engenheiro(a) de MLOps experiente para liderar a arquitetura e automação de ambientes de Machine Learning escaláveis na AWS.Se você domina automação, CI/CD e governança de modelos em produção, esta oportunidade é para você!🔧 Qualificações ObrigatóriasGrande experiência em Engenharia de Software, DevOps ou Engenharia de Plataformas de Dados.Experiência específica em MLOps ou Engenharia de Plataformas de Machine Learning.Domínio prático de ferramentas e serviços AWS:SageMaker Studio, Pipelines, Model Registry, Experiments e Model Monitor.Lambda, Step Functions, S3, Glue, ECS/EKS, CloudWatch e CodePipeline.Conhecimento em IaC com Terraform ou CloudFormation.Proficiente em Python, Bash e Boto3 SDK para automação e scripting de pipelines.Sólida base em CI/CD, containerização (Docker, ECR) e orquestração (EKS, Kubernetes).Experiência na construção de ambientes de ML seguros e escaláveis, seguindo as melhores práticas da AWS (IAM, rede, criptografia, tagging, etc.).🧩 Principais ResponsabilidadesArquitetar e gerenciar fluxos de trabalho de Machine Learning no SageMaker Studio:Projetar e implantar ambientes de ML escaláveis com SageMaker Pipelines, Model Registry e Projects.Criar templates reutilizáveis para treinamento, ajuste e deploy de modelos.Automatizar pipelines de CI/CD para ML:Implementar automação de ponta a ponta usando AWS CodePipeline, CodeBuild, Lambda e EventBridge.Integrar com repositórios Git (GitHub/GitLab) para builds e aprovações automatizadas.Garantir reprodutibilidade e governança:Definir padrões para linhagem de modelos, rastreamento de metadados e reprodutibilidade com SageMaker Experiments e Model Registry.Estabelecer controles de acesso e políticas de segurança via AWS IAM e KMS.Encaminhar currículo paradaniela.lima@decisionbr.com.bre colocar no campo assunto: Engenheiro MLOps.",2 d,https://www.linkedin.com/feed/update/urn:li:activity:7395173079087386626,[],senior,sp,vaga
Maria Fernanda González Tirado,"Hoy decidimos experimentar con algo diferente.Generamos un video de 8 segundos con inteligencia artificial para ilustrar cómo la altitud en Colombia influye en el perfil sensorial del café.El clip es muy corto para profundizar, pero el objetivo era otro: explorar nuevas herramientas y entender cómo la IA puede ayudarnos a comunicar mejor la historia del café colombiano.Me gustaría saber su opinión:•	¿Qué tan relevante ven la IA en la creación de contenido hoy?•	¿Creen que este tipo de herramientas puede acercar más personas al mundo del café?Los leo con interés. ☕🤖✨.Today we decided to experiment with something different.We generated an 8-second AI video to illustrate how altitude in Colombia influences coffee’s sensory profile.The clip is too short to go deep into the topic, but that wasn’t the point. The goal was to explore new tools and understand how AI can help us communicate the story of Colombian coffee in new ways.I’d love to hear your thoughts:•	How relevant do you think AI is in content creation today?•	Do you think these tools can bring more people into the world of coffee?Looking forward to reading your insights. ☕🤖✨#ia#coffeeandia#export#colombiancoffee#specialtycoffee",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7394827484376248320,[],não identificado,sp,estrangeiro
"Guilherme Freitas, CEA","Inove além do Machine Learning!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!O @Santander Brasil convida você para um Meetup exclusivo com a presença especial do Databricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.🔍 O que te espera:-Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito. Este evento será acessível, com intérprete de Libras.Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.👉https://lnkd.in/dSKPXuCp",4 d,https://www.linkedin.com/feed/update/urn:li:activity:7394508219978752000,[],não identificado,sp,postagem
Mittra Stumpner,published on 2025-11-07 11:01:09,2 d,https://www.linkedin.com/feed/update/urn:li:activity:7395174196433055744,"['mejor', 'nuevo', 'nicho', 'para', 'youtube', 'con', 'inteligencia', 'artificial', 'mesthe']",não identificado,não identificado,estrangeiro
David Pereira,":: Oportunidade ::Estou com uma vaga em aberto no meu time de MIS.Se você tiver conhecimento e vivência na área de MIS e análise de dados, então essa vaga pode ser sua!📍Local de trabalho: Tatuapé/ZL🪙Contratação: CLT+BenefíciosPré Requisitos:- Conhecimento em SQL/ETL (Avançado)- Conhecimento em Python (Avançado)Envie seu currículo para análise no:david.cunha@dnr.com.breselecao@grupodnr.com.br",2 d,https://www.linkedin.com/feed/update/urn:li:activity:7395243482610663424,"['vagas', 'oportunidades', 'carreira', 'contratando', 'rh']",junior,sp,vaga
Javier P.,"🧠  My One Minute Reflection (OMR): The EU prepares to reform its digital regulatory framework | La UE se prepara para reformar su marco regulatorio digital.[ENG]In relation to my recent post (see attachment), it appears that things are beginning to move; it was logical, and, by pure common sense, evident that something had to be done.On Wednesday, 19 November 2025, the European Commission is expected to publish the so-called Digital Omnibus Package, a comprehensive initiative aimed at redefining the European Union’s digital regulatory framework.In this context, the EU Artificial Intelligence Act is at the center of attention, together with the General Data Protection Regulation (GDPR) and other flagship legislative instruments.[ESP]En relación con mi reciente post (ver anexo), parece que algo empieza a moverse; era lógico y, por puro sentido común, evidente que algo se debía hacer.El miércoles 19 de noviembre de 2025, la Comisión Europea, en principio, publicará el denominado Paquete Ómnibus Digital, una iniciativa de carácter integral destinada a redefinir el marco regulatorio digital de la Unión Europea.En este contexto, la Ley de Inteligencia Artificial de la UE se sitúa en el centro de atención, junto con el Reglamento General de Protección de Datos (GDPR) y otras disposiciones legislativas emblemática.",4 h,https://www.linkedin.com/feed/update/urn:li:activity:7396173076436238337,"['aiact', 'iaact', 'ai', 'ia', 'aiethics', 'digitalethics', 'techethics', 'techpolicy', 'ethicalai', 'responsibleai', 'technology', 'innovation', 'etica', 'leadership', 'liderazgo', 'management', 'hr', 'sustainability', 'business', 'sme', 'pymes', 'graduadosocial', 'graduadossociales', 'graduatssocials', 'imd']",não identificado,sp,estrangeiro
MOST Specialist Technologies,"Estamos com vagas abertas para Machine Learning Engineer:Descrição da Vaga:Pesquisa e desenvolvimento de algoritmos voltados para soluções de Machine Learning para o produto mostQI (mostqi.com). Treinamento de modelos de Machine Learning, Data Science, aplicação de técnicas de Engenharia de Software, CI/CD e DevOps.Responsabilidades:Desenvolvimento e manutenção de serviços e algoritmos voltados para o processamento, extração, transformação e tratamento de dados dentro da nossa stack.Requisitos:Graduados, Pós Graduados ou formados em ciências da computação, sistemas de informação, Engenharia Elétrica/Automação/Computação ou áreas afins;Bom conhecimento de NLP e de arquiteturas de LLMPython;Programação em ambiente Linux.Desejável:C++;Facilidade em resolver problemas;Experiência com Deep Learning aplicado à Visão Computacional e NLP;Experiência com Pytorch, TensorFlow, OpenCV, Docker, Kubernetes e AWS.Diferenciais (não obrigatórios, mas valorizados):Curiosidade;Mentalidade crítica, criativa e experimental;Saber pesquisar, expandir o conhecimento e sempre se modernizar;Conhecimento em visão computacional;Perfil proativo;Boa comunicação.Sobre a empresa:Somos uma empresa inovadora que está mudando a forma como as pessoas se relacionam com as empresas, por meio da inteligência artificial. Estamos buscando talentos apaixonados e motivados para se juntar à nossa equipe e nos ajudar a ampliar nossos workflows. Oferecemos um ambiente de trabalho desafiador e gratificante, onde você terá a oportunidade de aprender e crescer profissionalmente.Regime de Contratação:100% Home Office, de segunda à sexta-feira em uma das opções:Estágio: 6h diárias com bolsa de R$ 4.000,00 (Vale refeição; Seguro de vida; Day Off ou vale aniversário.)CLT: 8h diárias com salário a combinar (Participação nos lucros; Vale refeição; Day Off ou vale aniversário; Plano de saúde e odontológico SulAmérica 100% pago pela empresa para o titular.)A descrição completa da vaga está disponível no link abaixo:Perfil da vaga:https://lnkd.in/dywgd_TPFormulário de Inscrição:https://lnkd.in/dHi9sXmPLink do Desafio Técnico:https://lnkd.in/dVYe8w6BEmail para envio de currículos e desafio técnico:rh@most.com.brFaça parte de uma equipe apaixonada e dedicada. Não perca essa oportunidade de fazer a diferença!",2 h,https://www.linkedin.com/feed/update/urn:li:activity:7396210288980570112,[],senior,remoto,vaga
Tradulingua,"(EN) Artificial intelligence has made many processes more efficient. However, in professional translation, speed is only valuable when meaning remains intact.An automatic draft may resolve general terminology, but it does not always interpret what sustains the document: an obligation in a contract, a parameter in a technical sheet or a nuance that shapes a decision.At Tradulingua, AI is a useful tool, not a guarantee. Precision comes from human review: analysing context, intent and specialised terminology to confirm the actual function of each part of the text.Technology provides efficiency. Professional judgment provides meaning. The combination works when the final reading is done by someone who understands the language, the field and the implications of each choice.",2 h,https://www.linkedin.com/feed/update/urn:li:activity:7396196246320906240,"['tradulingua', 'professionaltranslation', 'languages', 'tradulingua', 'idiomas']",não identificado,sp,estrangeiro
Camila Midori Ogata,"Inove além do Machine Learning!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!OSantander Brasilconvida você para um Meetup exclusivo com a presença especial do Databricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.🔍 O que te espera:- Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito. Este evento será acessível, com intérprete de Libras.Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.👉https://lnkd.in/drxdU2Xj",5 d,https://www.linkedin.com/feed/update/urn:li:activity:7394159221702922240,[],não identificado,sp,postagem
Braden Kelley,"This week we bring you content from•Shep Hyken,Mike Shipulski,Greg Satell, Art Inteligencia,Stefan Lindegaard,Braden Kelley,Dr. David BurkusandRobyn M. Boltonon innovation, employee engagement, artificial intelligence, leadership, e-commerce, transformation, healthcare and customer experience.",1 d,https://www.linkedin.com/feed/update/urn:li:activity:7395792810626605056,"['artificialintelligence', 'innovation', 'transformation', 'leadership']",não identificado,não identificado,estrangeiro
Cecília Almeida ✨,"Inove além do Machine Learning!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!OSantander Brasilconvida você para um Meetup exclusivo com a presença especial doDatabricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.Se inscreva aqui:https://lnkd.in/d7rTVUr2🔍 O que te espera:- Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito. Este evento será acessível, com intérprete de Libras. Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7394053424352399360,[],não identificado,sp,postagem
Pedro Reis 🏳️‍⚧️,"Inove além do Machine Learning!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!OSantander Brasilconvida você para um Meetup exclusivo com a presença especial doDatabricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.🔍 O que te espera:- Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito. Este evento será acessível, com intérprete de Libras.Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.👉https://lnkd.in/dE58Pybv",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7394007087300657152,[],não identificado,sp,postagem
Camilo Coelho,"Ola Rede !!!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!O Santander Brasil convida você para um Meetup exclusivo com a presença especial do Databricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.🔍 O que te espera:-Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito. Este evento será acessível, com intérprete de Libras.Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.👉https://lnkd.in/dagsjgiE",5 d,https://www.linkedin.com/feed/update/urn:li:activity:7394080250101530624,"['santander', 'embaixadores']",não identificado,sp,postagem
PaymentMedia,📢 # Internacional | Google integra IA en el proceso de compra👉🏼https://bit.ly/48d6QLUGoogle profundiza su estrategia de comercio digital al incorporar nuevas funciones de compra impulsadas por inteligencia artificial.,3 d,https://www.linkedin.com/feed/update/urn:li:activity:7394921004210327552,"['paymentmedia', 'payments', 'mediosdepago', 'fintech', 'p2p', 'digitalpayments', 'merchantaccount', 'merchantservices', 'business', 'ecommerce', 'financialservices', 'creditcards', 'b2bmarketplace', 'banking', 'b2bpayments', 'virtualcard', 'paymentsolution', 'innovation', 'digitalpayments', 'cartaodecredito', 'meiosdepagamentos', 'paytech', 'mobilepayments', 'financialtechnology', 'bnpl', 'news', 'business', 'ecommerce', 'fintechunicorn', 'crossborder', 'onlinepayments', 'cashless', 'cbdc', 'virtualcards', 'digitalbanking', 'softpos', 'tap2pay', 'pix']",não identificado,não identificado,estrangeiro
Thais Sales,"Inove além do Machine Learning!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!OSantander Brasilconvida você para um Meetup exclusivo com a presença especial do Databricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.🔍 O que te espera:-Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito. Este evento será acessível, com intérprete de Libras.Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.👉https://lnkd.in/dinBAYgg",5 d,https://www.linkedin.com/feed/update/urn:li:activity:7394077241967788032,[],não identificado,sp,postagem
