autor,texto,data,link,hashtags,senioridade,localizacao,label
Candidata ai,"🔥 *Tem nova vaga na área*!➡️ *Desenvolvedor Python (ERP) - Pleno*🏢 Rehva Tech📍Remoto👉https://lnkd.in/dZ4qJvRf🎯 Procuramos um profissional dinâmico, proativo e com conhecimento em tecnologia para integrar nossa equipe no programa de Transformação Global de ERP. Esta é uma oportunidade única para atuar como analista prático e facilitador digital, projetando, gerenciando e entregando soluções de ponta em processos, tecnologia e dados. Você trabalhará em estreita colaboração com a liderança para estruturar e gerenciar atividades de ERP, coordenar fluxos de trabalho globais, construir painéis no Power BI, aplicar lógica SQL e apoiar iniciativas de automação e IA, incluindo desenvolvimento de scripts em Python.🛠️ Habilidades e Requisitos:*   Bacharelado em Ciência da Computação, Sistemas de Informação, Engenharia ou áreas correlatas.*   1 a 3 anos de experiência em TI, ERP, análise de dados ou transformação digital.*   Domínio de JIRA (estruturas, dashboards, consultas).*   Experiência prática com Power BI ou outras ferramentas de visualização.*   Sólido conhecimento de SQL e estruturas de dados.*   Diferencial: Conhecimento de Python ou outras linguagens para análise/IA.*   Forte compreensão de fluxos de trabalho de negócios.*   Paixão por tecnologias emergentes (IA, automação e plataformas digitais).*   Excelente comunicação em inglês (escrita e oral).*   Soft Skills: Curioso, Engajado, Prático e Analítico, Colaborativo e Flexível, Resiliente e Comprometido, Orientado para o Futuro.#python#erp#desenvolvedor#pleno#remoto#vaga#oportunidade",4 h,https://www.linkedin.com/feed/update/urn:li:activity:7396175120781709312,[],senior,remoto,vaga
Rafael Castro Quevedo,"📍ESTÁGIO DESENVOLVIMENTO FRONT-END📍🏠100% REMOTOOlá, rede! 💙Oportunidades quentinhaspara vocês, bora lá?!Empresa: Pitangatech💡 O que esperamos de você:Conhecimento básico em HTML, CSS e JavaScriptNoções de React.js e bibliotecas do ecossistema (React Router, Axios, Styled Components, etc.)Interesse em aprender Git, boas práticas e consumo de APIs RESTVontade de crescer e aprender em equipe✨ Diferenciais que contam pontos:Conhecimento em TypeScript, Next.js ou Tailwind CSSFamiliaridade com Figma ou Adobe XDNoções de Node.js ou desenvolvimento full stack🌐 Local: Remoto (base em Fortaleza - CE)🕒 Tipo: Estágio (meio período)💰 Bolsa compatível com o mercado + possibilidade de efetivaçãoSIGA OS ADMS:@rafaelcquevedo@agenciai9whale@diessicaquevedo📌 Disponível no primeiro comentário!👉 ATENÇÃO: Leia todo o conteúdo antes de se inscrever!📣 Marque aquele amigo ou amiga que está em busca de uma chance no mercado!🔁 Curta, comente e compartilhe – sua interação pode mudar o futuro de alguém!#oportunidades",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7395120071213355008,"['devops', 'estagio', 'job', 'vagas', 'sistemas', 'frontend', 'css3', 'python', 'recolocacaoprofissional', 'vagas', 'javascript', 'networking', 'vagasdeemprego', 'ti', 'desenvolvedorweb', 'programadeestagio', 'css', 'empregov', 'consultor', 'reactnative', 'vagasti', 'desenvolvimento', 'analistadesistemas', 'nextjs', 'frontend', 'desenvolvedor', 'opentowork', 'vagasdeemprego', 'querovagas23']",estagio,remoto,vaga
ICON Solutions do Brasil,Já pensou em encerrar a semana com uma boa notícia?As vagas de hoje são o primeiro passo pra isso.Vem ver 👇🔷 Tech Lead C# e Go Lang (Remoto)https://lnkd.in/dHvyagd2🔷Product Manager - IA e Gamificação - (Híbrido)https://lnkd.in/dWzn-zHS🔷Desenvolvedor Back-end Python (Remoto)https://lnkd.in/d4-GctW7Não encontrou a vaga ideal para você? Não se preocupe!Siga-nos no LinkedIn e fique de olho nas nossas postagens semanais com diversas oportunidades.🧡Conhece alguém que pode se encaixar em uma dessas vagas? Marque nos comentários. 👇,4 d,https://www.linkedin.com/feed/update/urn:li:activity:7394713342864662528,[],pleno,remoto,vaga
Ed Marques,"🔥 VAGA ABERTA | Engenheiro(a) de Dados 🔥Se você domina pipelines, ama desafios e quer atuar em um ambiente que respira dados, essa oportunidade é pra você!📍 Modelo de Trabalho: Híbrido – 3 dias presencial + 2 remoto💼 Nível: Sênior🚀 Área: Engenharia de DadosO que você vai fazer por aqui:🔹 Construir e otimizar pipelines (batch e streaming)🔹 Tratar, transformar e padronizar grandes volumes de dados🔹 Automatizar e orquestrar workflows🔹 Monitorar, investigar e resolver falhas em produção🔹 Apoiar decisões estratégicas com bases de dados estruturadas🔹 Documentar processos e garantir a evolução contínua das soluçõesO que buscamos:✔ 5–8 anos de experiência em Engenharia de Dados✔ SQL avançado + domínio em Python, Scala ou Java✔ Experiência com ETL/ELT (NiFi, PowerCenter etc.)✔ Orquestração com Airflow✔ Cloud (AWS, GCP ou Azure)✔ Data Lake, Data Warehouse e modelagem✔ Conhecimento em CI/CD e DevOpsGostou? 🙂Tem interesse na vaga?! Cadastre se no Link:https://lnkd.in/dN4rqqJzWhatsApp:https://lnkd.in/d_WGTP3x",6 h,https://www.linkedin.com/feed/update/urn:li:activity:7396149944048406528,[],senior,remoto,vaga
Thiago Serrão Braule Pinto,"Tudo começou com um vídeo no YouTube.Aquela típica aula de “como fazer um scrap no N8N” que a gente clica sem grandes expectativas.Copiei o workflow, testei, funcionou… e ali, sem perceber, começou uma jornada que mudaria completamente meu jeito de buscar vagas.No começo, eu dependia de uma API paga — útil, mas cara demais para o que eu queria.Foi aí que pensei: “E se eu mesmo criar meu webscraper?”E assim nasceu o primeiro passo do projeto.Com Python na mão (e o ChatGPT como parceiro técnico de plantão), construí meu próprio sistema de scraping.Ele rodava no meu servidor local, salvava tudo num Postgres e, de repente, eu tinha acesso a algo valiosíssimo:dados brutos e completos sobre cada vaga — nome, empresa, descrição, link, e até contatos.O N8N entrou em cena logo depois.Montei um fluxo para analisar cada vaga com base no meu currículo.Era como ter um mini “recrutador pessoal” automatizado.Mas um dia percebi: ficar lendo tudo pelo banco era desconfortável.Parecia que meu sistema pedia para crescer.Então decidi dar vida própria ao projeto:Criei um backend em NestJS e um frontend em Next.js, e foi como abrir uma janela onde antes só havia uma porta fechada.De repente, não era mais apenas scraping.Era um painel completo de inteligência de vagas:📊 total de vagas📈 média de scores🏢 empresas que mais aparecem🎯 quantas vagas já tinham score preenchido…e um visual que finalmente fazia sentido para o usuário mais importante: eu mesmo.E como todo projeto que empolga, veio o bônus:Configurei um fluxo final no N8N que envia para o meu Telegram todas as vagas com score acima de 7.Ou seja: as boas chegam até mim — literalmente.Hoje, olho para trás e vejo que o que era só “copiar e colar do YouTube” virou um sistema completo, integrado e até divertido de usar.Um daqueles projetos que começam pequenos… e te lembram por que a gente ama tecnologia.Próximo capítulo da história: automatizar o script Python no N8N para rodar sozinho, três vezes ao dia.",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7394889449408700416,[],senior,não identificado,vaga
Michele Barbosa,"🚀 Estamos em busca de um Engenheiro de Dados Sênior!!!Vaga 100% remota | Projeto desafiador | Ambiente de alta performanceVocê é apaixonado por dados, performance e arquitetura moderna em nuvem?Então essa vaga é para você.🎯 Requisitos essenciais:✔️ Experiência em engenharia de dados Sênior;✔️ Experiência sólida em desenvolvimento de pipelines ETL/ELT em larga escala;✔️ Domínio em Databricks (PySpark, Python, SQL, Delta Lake, arquitetura medallion, otimização de performance);✔️ Experiência avançada em Azure (ADF, Synapse, Purview, ADLS Gen2, Azure SQL, Event Hubs, Functions);✔️ Python e SQL avançados, tuning e performance em Spark;✔️ Experiência com pipelines batch e streaming;🏆 Diferenciais que fazem você se destacar:🔹 Experiência com MLOps, feature engineering, governança e CI/CD🔹 Conhecimento em Terraform, Docker e Kubernetes💬 Interessou?Envie seu CV com pretensão valor hora para:📩michele.barbosa@sysmap.com.br",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7393717747630886912,"['engenhariadedados', 'databricks', 'azure', 'vagaremota', 'python', 'sysmap', 'techcareers', 'hiring', 'dataengineering']",senior,sp,vaga
Vanessa Cobas,"Temos vagas! Oportunidade para Engenheiro(a) de Software Embarcado - Senior 📣 Atuação remota, com remuneração em dólar! 🤩Vaga incrível para atuar em empresa pioneira em computação para dispositivos embarcados desde 1981, com tecnologia presente em mais de 1 bilhão de dispositivos, incluindo displays de aeronaves militares, robótica, telecomunicações, eletrônicos automotivos, celulares e muito mais!REQUISITOS:• Especialista em C com experiência em Python;• Experiência com RTOS ou software de baixo nível;‼️ Inglês avançado (escrito e falado) é essencial para colaborar com equipes globais.🔗 Candidatura simplificada e mais infos:https://lnkd.in/dmYkxi5r",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7393764826835042304,"['softwareengineer', 'vagasremotas', 'vagasti', 'embeddedsoftware']",junior,sp,vaga
Ka Solution,🔥 BLACK NOVEMBER KA SOLUTION 🔥👇 Garanta agora a sua vaga!✅ Link:https://lnkd.in/d2jZHxnsMenos desculpas. Mais conquistas.A maior temporada de descontos do ano CHEGOU! 🚀💥 Cursos e certificações oficiaisSAP •  ITIL4 • CompTIA • Microsoft • Power BI •  Gestão em projetos • Cisco • EXIN • Python📉 Descontos de até 35% OFF🎓 Estude com instrutores oficiais🏆 Capacitação reconhecida pelo mercado💼 Evolua sua carreira com quem forma mais de 100 mil alunos por ano!⏳ Vagas limitadas. Ofertas por tempo limitado.Essa é a sua chance de virar o jogo — e começar 2026 em outro nível!,3 d,https://www.linkedin.com/feed/update/urn:li:activity:7395126749170139136,"['kasolution', 'kananuvem', 'blacknovemberkasolution', 'carreirati', 'cursodeti', 'microsoft', 'sap', 'itil', 'comptia', 'cisco', 'exin', 'python', 'impulsionesuacarreira']",não identificado,não identificado,postagem
Fernando Moreno,"Pessoal, estou com uma vaga de Especialista de Dados e Analytics!Se você gosta de trabalhar com Python, SQL, análise de dados e tem interesse em IA, da uma olhada nos detalhes da vaga e veja se interessa.Equifax I BoaVistaModelo de trabalho híbrido em Barueri/SPhttps://lnkd.in/dpESEM2n",1 sem,https://www.linkedin.com/feed/update/urn:li:activity:7393699692372471808,[],senior,sp,vaga
Lidiane Lopes,"🚀 Começar a carreira na área de tecnologia, com atuação 100% remota, pode ser transformador.Se você busca um ambiente inovador, colaborativo e com aprendizado real no dia a dia, essa oportunidade é para você.Estamos em busca de uma Pessoa Estagiária para fazer parte do nosso time de IA, apoiando na criação de soluções modernas, desenvolvimento de APIs e integrações com modelos de Inteligência Artificial.💡 O que você vai viver por aqui:Participar da construção de APIs que se conectam a modelos de IAAprender sobre RAG, LLMs e bancos de dados vetoriaisApoiar na organização, manipulação e preparação de dadosTrabalhar com tecnologias atuais e receber acompanhamento próximo do time🎯 O que buscamos:Boa base em programação (especialmente Python)Interesse por backend, IA e desenvolvimento modernoCuriosidade, proatividade e vontade de aprenderNoções básicas de APIs, banco de dados e Git💼 Veja a vaga completa:👉https://lnkd.in/dXnX7ZytSe essa oportunidade faz sentido para você — ou para alguém que você conhece — compartilhe!Estamos animados para conhecer novos talentos e crescer juntos 💙🤖",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7394810645747073024,"['estagiodreamsquad', 'inteligenciaartificial', 'hiring']",estagio,sp,vaga
Sabrina Scarassatti,"Estamos contratando!CPFL Energia, busca um Analista de Data Analytics Pl para atuar presencialmente em Campinas/SP. Esta é uma vaga afirmativa para Pessoas com Deficiência (PCD).Procuramos profissionais com formação superior em áreas de Exatas e experiência em ciência de dados, com capacidade analítica, conhecimento em programação (Python, Spark) e, preferencialmente, SQL e inglês avançado.O desafio envolve trabalhar com análise avançada de dados, inteligência artificial e machine learning, liderando projetos que geram insights estratégicos e ganhos operacionais para diferentes áreas do negócio.Se você é PCD, tem perfil analítico e deseja fazer parte de uma empresa que valoriza diversidade e inovação, essa oportunidade é para você!📩 Candidate-se pelo link:https://lnkd.in/dmNCEU2x",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7394005104707829760,"['vagaspcd', 'diversidade', 'dataanalytics', 'python', 'machinelearning', 'bigdata', 'campinas', 'oportunidadedecarreira', 'grupocpflenergia']",junior,sp,vaga
Heucles Del Bianco Pelegia Junior,"Oportunidade em engenharia de produto na ReinventTemos um LAB com 300+ clientes investidores, as pessoas que acreditaram na gente lá no começo.É nesse LAB que construímos o “autopilot mode”, onde >90% das interações proativas e reativas são feitas de forma autônoma pela AI.Enquanto escalamos nosso co-pilot nas principais instituições financeiras do Brasil, o LAB precisa respirar futuro, e ele é autônomo.Não é uma vaga de “dev de features” comum. É produto+infra+AI+riscos+escala. Zero bullshit.O que é necessário:Perfil de engenharia de produto, não só codar tarefa, e importante não pensar que é ""só falar pedir para a AI”:--> Ownership extremo, senso de produto e visão de risco/qualidade--> Capacidade de sair do zero ao um rápido, iterar agressivamente e matar coisas ruins sem apego--> Senso crítico forte: números > opinião. Proponha, meça, aprenda, reforce.--> Stack e fluência técnica obrigatória:--> Backend: Node.js e Python (sólido em ambos)maiores detalhes na vaga abaixo.",5 d,https://www.linkedin.com/feed/update/urn:li:activity:7394083591560773632,[],senior,sp,vaga
Wagner H.,"Oportunidade para atuar comigo e com aVanessa Figueredono processo de apuração da Produção de Vendas, uma área que conecta análises financeiras, performance comercial e estratégia de negócio na maior empresa de tecnologia do Brasil.Aqui, acreditamos que o sucesso vem da colaboração entre pessoas que pensam diferente, mas têm o mesmo objetivo: entregar valor para o negócio e impulsionar o crescimento da companhia. 🚀Se você gosta de analisar, propor melhorias e enxergar além dos números, vai se encontrar nesse desafio.O que esperamos de você:✨ Olhar crítico e analítico sobre performance comercial;✨ Experiência em finanças, vendas e indicadores de performance;✨ Domínio de Excel e ferramentas de análise (Looker Studio, SQL, Python);✨ Vontade de fazer parte de um time que está sempre aprendendo e inovando.Será uma jornada de aprendizado, parceria e impacto real.📩 Inscreva-se pelo link abaixo, e se lembrar de alguém que combina com essa vaga, marque ou indique!Aceito indicações!",1 sem,https://www.linkedin.com/feed/update/urn:li:activity:7393602151836688384,"['vagas', 'performancecomercial', 'oportunidades', 'carreira', 'tecnologia']",não identificado,sp,postagem
Stéfano Carnevalli,Vaga em excelente empresa em,4 h,https://www.linkedin.com/feed/update/urn:li:activity:7396185230660874240,[],pleno,não identificado,vaga
Ricardo Andrade,"Você não precisa esperar a vaga perfeita para começar a aplicar o que aprende.Lá no início da minha carreira, eu não tinha oportunidade de atuar 100% com dados.SQL, Python? Esquece. Era só pros times de TI.Mas isso não me impediu de usar o Power BI para melhorar relatórios administrativos, ou de automatizar planilhas chatas que ninguém queria mexer.Usei a ferramenta que eu tinha na mão. E esses pequenos passos me deram visibilidade e me abriram portas.A oportunidade perfeita não cai do céu. Ela é construída com as oportunidades imperfeitas que você já tem nas mãos.__Siga 🤝",5 h,https://www.linkedin.com/feed/update/urn:li:activity:7396157337981558784,[],não identificado,sp,postagem
Sthefanny Martins,"Vem estagiar com a gente na Recovery!! 💙Estágio em Dados - Pricing NPLAqui, você vai mergulhar no universo dos dados e aprender tudo sobre precificação de carteiras de crédito (NPL), modelos estatísticos e o uso de ferramentas como Excel, Python e SQL. É a chance perfeita para quem é curioso(a), adora números e quer entender como dados viram decisões que movimentam o negócio.Se você está cursando Economia, Engenharia, Estatística, Atuária, Matemática, Física ou áreas correlatas, tem boa comunicação, gosta de aprender e quer fazer parte de um time que valoriza a colaboração, essa vaga é pra você!Na Recovery, somos uma empresa Itaú e acreditamos na força da diversidade e da inclusão. Aqui todos os candidatos são bem-vindos.Se identificou? Então vem construir o futuro com a gente e dar o próximo passo na sua carreira em dados!",4 d,https://www.linkedin.com/feed/update/urn:li:activity:7394438239983566850,"['vagas', 'dados', 'oportunidade']",junior,não identificado,vaga
Ronaldo C.,"Abra qualquer vaga de Analista de BI. O que você vê nos requisitos?Power BI AvançadoDomínio de SQLConhecimento em DAXExperiência com Python (diferencial)Agora, quantas vagas listam ""Excelente contador de histórias"" ou ""Habilidade em criar narrativas com dados""? Pouquíssimas.E, no entanto, qual é a maior reclamação dos gestores sobre as áreas de BI? ""Eu recebo o dashboard, mas não sei o que fazer com ele.""Vivemos uma obsessão pelo ""como"" (a ferramenta) e esquecemos do ""e daí?"" (a ação).Não me entenda mal: dominar as ferramentas é essencial. É a nossa base, o nosso alicerce. Mas ferramentas são commodities. Elas mudam, são automatizadas (olá, IA!) e podem ser aprendidas.A habilidade que não pode ser automatizada é o Data Storytelling.É a capacidade de olhar para uma tabela com 5 milhões de linhas e, em vez de entregar um dashboard ""mural de números"", construir uma narrativa clara.O analista ""técnico"" entrega um gráfico e diz: ""As vendas caíram 15%."" O analista ""storyteller"" entrega um insight e diz: ""As vendas caíram 15% porque o nosso novo sistema de checkout aumentou o atrito (veja aqui), levando a uma taxa de abandono 40% maior. Minha recomendação é...""Percebe a diferença?O primeiro entrega um número. O segundo entrega uma decisão.A ferramenta é o pincel. O Storytelling é a arte. É a habilidade humana de dar contexto, criar uma jornada (Problema > Descoberta > Solução) e focar a atenção no que realmente importa.É isso que transforma analistas de BI de ""construtores de relatórios"" em ""parceiros estratégicos do negócio"".Mas eu quero saber a sua opinião.Você concorda que 'Storytelling' é mais importante que 'DAX avançado' para a carreira de um analista de BI sênior? Como você pratica ou desenvolve essa habilidade no seu dia a dia?Deixe sua opinião nos comentários!",4 d,https://www.linkedin.com/feed/update/urn:li:activity:7394713250552074240,[],senior,não identificado,postagem
Guilherme Jorge Aragão da Cruz,"FALA GALERA: 😄Mais uma oportunidade nível Jr muito boa pra quem quer entrar de vez na área de Engenharia de Dados — e que conversa diretamente com duas disciplinas que leciono: Sistemas de Apoio à Decisão e Fundamentos de DevOpsEsta vaga para Engenharia de Dados Jr traz exatamente esta intersecção entre pipeline de dados, governança e boas práticas de automação, que é cada vez mais comum no mercado moderno de dados.Do lado de Sistemas de Apoio à Decisão, ela exige domínio de SQL, modelagem, transformação e ingestão. Já do lado do DevOps, dois pontos me chamaram muita atenção:• Trabalhar com versionamento e automação com Repos e CI/CD: algo que procuro abordar nas aulas que envolvem os pipelines e controle de versões;• Aplicar boas práticas de segurança e governança de dados em cloud: um tema que procuro conectar nas discussões de DevSecOps e Segurança da Informação.É exatamente esta combinação entre engenharia, automação e governança que vem definindo o perfil dos profissionais de dados mais completos.👉 Detalhes completos estão na própria vaga aqui no LinkedIn.",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7395135951049580545,"['oportunidade', 'vagasjr', 'engenhariadedados', 'dataengineering', 'sql', 'python', 'azure', 'snowflake', 'ci_cd']",pleno,não identificado,vaga
David Pereira,":: Oportunidade ::Estou com uma vaga em aberto no meu time de MIS.Se você tiver conhecimento e vivência na área de MIS e análise de dados, então essa vaga pode ser sua!📍Local de trabalho: Tatuapé/ZL🪙Contratação: CLT+BenefíciosPré Requisitos:- Conhecimento em SQL/ETL (Avançado)- Conhecimento em Python (Avançado)Envie seu currículo para análise no:david.cunha@dnr.com.breselecao@grupodnr.com.br",2 d,https://www.linkedin.com/feed/update/urn:li:activity:7395243482610663424,"['vagas', 'oportunidades', 'carreira', 'contratando', 'rh']",junior,sp,vaga
Jeff A.,Saindo aquela lista de vagas remotas para nível JR e estágio:Software Engineer Jr. | Fullstack | Aktie Nowhttps://lnkd.in/dxKzTETh7035- ARQUITETO DE SISTEMAS JRhttps://lnkd.in/dKE5gbZFAnalista de Governança Jrhttps://lnkd.in/dkyqetSjData Engineer Jrhttps://lnkd.in/d8rmbQn8Analista De Desenvolvimento De Software Juniorhttps://lnkd.in/dVwGMPHUAnalista de Automações Jrhttps://lnkd.in/dyiFcPrKJunior Ubuntu Software Engineerhttps://lnkd.in/d45JVUPwJunior Software Engineer (LATAM)https://lnkd.in/dJdiQapbFullstack Developer JR .Net C# (466111) - REMOTEhttps://lnkd.in/duYrE7nuDesenvolvedor júniorhttps://lnkd.in/dku_r5ZhAnalista de Dados Jrhttps://lnkd.in/dgQJ392tANALISTA DE SEGURANCA JRhttps://lnkd.in/dtfqhH4iEngenheiro de Machine Learning Jr (Vaga Exclusiva para Pessoas com Deficiência)https://lnkd.in/d_qpCjJZDesenvolvedor(a) de Automações (n8n)https://lnkd.in/dTfEpSWpNet Ui Developer With Blazor Hybridhttps://lnkd.in/djA3yzr3Java Developer (Remote)https://lnkd.in/dz7nT5RaData Scientist (Work From Home)https://lnkd.in/dQwDU2SpTechnical Support Engineerhttps://lnkd.in/degfXGmeArquiteto(a) Cloud Júnior — Serviços Gerenciadoshttps://lnkd.in/dSiv5s9aAnalista FP&A Jr | Data Analysthttps://lnkd.in/da5jqPacWeb Developer – AI Tools & WordPress Specialist (Part-Time)https://lnkd.in/d9HuYn99Desenvolvedor(a) Backend JR - Exclusiva para pessoas com deficiência (PCD)| Remotohttps://lnkd.in/dAMXGZMMCloud Analyst Juniorhttps://lnkd.in/deJEXrjk1006| Technical Support Engineer (Tier 1 support)https://lnkd.in/dNUNZu5nEstágio em Análise e Desenvolvimento de Sistemashttps://lnkd.in/drpi79YFJunior Data Science Associate Consultant - LATAMhttps://lnkd.in/dMZEn-tEAnalista de Suporte (Software - CS)https://lnkd.in/dvKvhB9MDesenvolvedor(a) JSF - JRhttps://lnkd.in/dj3BNGypDesenvolvedor Full Stack Jrhttps://lnkd.in/dJHvDdq5Desenvolvedor Backendhttps://lnkd.in/dtsYZ_yUTechnical Support Specialist | LatAmhttps://lnkd.in/dSdMvrsV,1 h,https://www.linkedin.com/feed/update/urn:li:activity:7396559894927044609,"['vagatijunior', 'oportunidadetech', 'carreiraemti', 'techcareer', 'primeiroempregoti', 'devjunior', 'juniordeveloper', 'trabalhecomti', 'techjobs', 'vagasti', 'programadorjunior', 'vagasdetecnologia', 'tijunior', 'oportunidadedecarreira']",junior,remoto,vaga
O Vaz,"💥 R$6.903 | Analista de Dados — CLT/Remoto!  Bora brincar com LLM e ainda ganhar pra isso, véi? 🚀 (vaga v299)🧱 O que separa você da entrevista não é talento, é estrutura.🛠️ Vamos reconstruir juntos.🔄 Currículo, LinkedIn e Gupy transformados.🙌 Clique e comece hoje.👇https://lnkd.in/eVj6jEQt(ou manda ""v299"" no Zap: (61) 99599-9090 pra contratar seu Combo e se tornar um ex-invisível)📍 Modelo de trabalho: Remoto📊 Faixa salarial estimada: R$6.000 – R$7.500📣 Fica ligado que todo dia, às 7h10 e 12h10, a gente publica uma nova",54 min,https://www.linkedin.com/feed/update/urn:li:activity:7396564401979359232,"['vagaho10kaqui', 'vagaho10k', 'empregos10k', 'comunidade10k', 'homeoffice', 'analistadedados', 'ia', 'llm', 'langchain', 'python']",pleno,remoto,vaga
Samira Müeller,"VAGA | Engenheiro(a) de IA Especialista📍 CLT | RemotoSe você é apaixonado(a) por Inteligência Artificial, construção de agentes e arquitetura de soluções com modelos de linguagem, esta oportunidade é para você!Buscamos um(a) profissional experiente, com visão técnica e capacidade de transformar desafios complexos em soluções inteligentes e escaláveis usando tecnologias de ponta em IA generativa.🔍 Requisitos e Qualificações:- Experiência prática com LLMs em produção, incluindo projetos com LangChain, LangGraph, CrewAI e desenvolvimento de agentes inteligentes e fluxos conversacionais;- Domínio em RAG, engenharia de prompts, embeddings e busca semântica;- Vivência com bases vetoriais como pgvector, OpenSearch, FAISS ou similares;- Proficiência em Python e bibliotecas de IA;- Conhecimento em cloud (AWS, Azure ou GCP) para utilização e escalabilidade de modelos;- Experiência com bancos de dados SQL e NoSQL;⭐ Diferenciais:Certificações reconhecidas em IA e nuvem, como:- AWS Certified Machine Learning – Specialty- Microsoft Azure AI Engineer AssociateConhecimento de técnicas de fine-tuning.📩 Interessados(as), enviem candidatura pelo link abaixo:https://lnkd.in/dGnndjsm",20 h,https://www.linkedin.com/feed/update/urn:li:activity:7396273378292129793,[],pleno,remoto,vaga
Julia Costa Celestino,"🚀 Vaga: Cientista de Dados Sênior📍 Modelo: PJEstamos em busca de um(a) Cientista de Dados Sênior para liderar iniciativas estratégicas envolvendo análise avançada, machine learning e Inteligência Artificial. Esse profissional terá papel fundamental na construção de soluções escaláveis e orientadas a dados, apoiando decisões de alto impacto e contribuindo para a evolução técnica do time.🔍 Perfil ComportamentalPensamento analítico e visão estratégica.Comunicação clara com diferentes públicos, traduzindo temas técnicos em insights acionáveis.Liderança técnica e facilidade em trabalhar em times multidisciplinares.Proatividade, colaboração e autonomia.🧠 ResponsabilidadesLiderar o desenvolvimento e implementação de soluções baseadas em estatística avançada, machine learning e IA.Traduzir problemas complexos de negócio em hipóteses analíticas claras e testáveis.Colaborar com times de Engenharia de Dados, Produto, Marketing, BI e outras áreas.Garantir governança, qualidade e consistência dos dados utilizados.Monitorar modelos e soluções em produção, reportando resultados para áreas de negócio.Realizar análises exploratórias, identificar padrões e propor soluções inovadoras.Avaliar novas tecnologias, frameworks e abordagens de ciência de dados.Mentorar profissionais juniores e plenos, promovendo boas práticas e evolução técnica.🧩 RequisitosFormaçãoGraduação em Ciência da Computação, Engenharias, Estatística, Matemática, Economia ou correlatas.Pós-graduação ou mestrado é um diferencial.ExperiênciaExperiência com ciência de dados, machine learning e modelagem estatística.Vivência no ciclo completo de ML: concepção, implementação, deploy e monitoramento.Experiência com Big Data e ambientes em nuvem (AWS, GCP ou Azure).Habilidades TécnicasDomínio em Python para análise e modelagem.Experiência com bibliotecas: scikit-learn, TensorFlow, PyTorch, entre outras.Conhecimento sólido em SQL e manipulação de grandes volumes de dados.Forte entendimento de estatística, validação e otimização de modelos.Experiência com versionamento (Git) e integração de modelos em produção (MLOps).Conhecimento em pipelines de dados.⭐ DiferenciaisExperiência com arquiteturas modernas de dados (Databricks, Snowflake).Atuação em projetos de recomendação, personalização ou previsão de demanda.🔹Quer fazer parte de uma equipe que valoriza inovação, qualidade técnica e colaboração?Envie seu CV aqui no inbox e venha construir o futuro conosco! 🚀",2 h,https://www.linkedin.com/feed/update/urn:li:activity:7396542697114791936,['techjob'],junior,sp,vaga
Leonardo Miralles,"📌 Vaga: Pessoa Cientista de Dados📍 Local: Porto Alegre/RS ou São Paulo/SP – modelo híbrido | demais localidades remoto – efetivo🤖 Responsabilidades principais🧠 Projetar soluções de machine learning e gen ai para descoberta de produtos, personalização e engajamento🔍 Desenvolver e implantar modelos generativos (Agent AI, modelos de linguagem e visão computacional)📈 Construir modelos preditivos como churn, propensão e recomendações🖼 Integrar modalidades como texto, imagem e áudio em pipelines de ml e gen ai🔗 Atuar como referência técnica no ecossistema digital apoiando fornecedores externos🧩 Garantir integridade dos dados em parceria com engenheiros de dados🚀 Manter-se atualizado em tendências avançadas de ia🛠 Requisitos obrigatórios🎓 Pós-graduação em ciência de dados ou áreas correlatas💾 Conhecimento em SQL, Python e Spark🧬 Experiência com redes neurais, métricas e avaliação📝 Vivência com NLP👁 Experiência em visão computacional🔧 Domínio de TensorFlow, PyTorch, Scikit-learn ou similares🧠 Vivência com modelos de deep learning✨ Diferenciais🌐 Familiaridade com Hugging Face, Vertex AI, Azure AI Foundry🗣 Capacidade de traduzir conceitos técnicos para o negócio🔥 Proatividade e foco em aprendizado contínuoInscrições pelo link:https://lnkd.in/djUYyikd----------------📲 Vagas como essa chegam primeiro no grupo VIP do WhatsApp:https://lnkd.in/dDEXutV8",4 h,https://www.linkedin.com/feed/update/urn:li:activity:7396510218534289408,"['vagas', 'cientistadedados', 'datascience', 'machinelearning', 'deeplearning', 'python', 'spark', 'nlp', 'computervision', 'remoto', 'ia']",pleno,remoto,vaga
Cristini Lacerda Toledo,"OInstituto de Pesquisas ELDORADOPorto Alegre está crescendo e temos diversas vagas novas 😄Oportunidade para Analista de Machine Learning SêniorNeste projeto você vai desenvolver aplicações de IA generativa, utilizando frameworks como Langchain aplicando técnicas avançadas como RAG e Prompt Engineering, colaborar com equipes de pesquisa e desenvolvimento para integrar soluções de GenAI em produtos e serviços, interpretar grandes conjuntos de dados para otimizar modelos de IA e utilizar técnicas de Function Calling para aprimorar a funcionalidade e integração dos modelos de IA.Te interessou? Acesse e cadastra-se:https://lnkd.in/dP2Wzq5k",19 h,https://www.linkedin.com/feed/update/urn:li:activity:7396282133289447424,[],senior,porto alegre,vaga
